timestamp,resultid,vote_count
2026-04-16T06:03:52.070Z,A0047,0
2026-04-16T06:03:52.070Z,A0006,0
2026-04-16T06:03:52.070Z,C0344,0
2026-04-16T06:03:52.070Z,C0019,0
2026-04-16T06:03:52.070Z,T0015,0
2026-04-16T06:03:52.070Z,S0020,0
2026-04-16T06:03:52.070Z,B0092,0
2026-04-16T06:03:52.070Z,B0002,0
2026-04-16T06:03:52.070Z,A0063,0
2026-04-16T06:03:52.070Z,S0124,0
2026-04-16T06:03:52.070Z,A0002,0
2026-04-16T06:03:52.070Z,C0089,0
2026-04-16T06:03:52.070Z,C0235,0
2026-04-16T06:03:52.070Z,A0292,0
2026-04-16T06:03:52.070Z,C0026,0
2026-04-16T06:03:52.070Z,S0183,0
2026-04-16T06:03:52.070Z,C0059,0
2026-04-16T06:03:52.070Z,C0041,0
2026-04-16T06:03:52.070Z,A0043,0
2026-04-16T06:03:52.070Z,C0138,0
2026-04-16T06:03:52.070Z,C0314,0
2026-04-16T06:03:52.070Z,C0265,0
2026-04-16T06:03:52.070Z,T0051,0
2026-04-16T06:03:52.070Z,B0190,0
2026-04-16T06:03:52.070Z,T0032,0
2026-04-16T06:03:52.070Z,B0016,0
2026-04-16T06:03:52.070Z,A0057,0
2026-04-16T06:03:52.070Z,S0220,0
2026-04-16T06:03:52.070Z,A0026,2
2026-04-16T06:03:52.070Z,A0164,0
2026-04-16T06:03:52.070Z,T0012,0
2026-04-16T06:03:52.070Z,S0055,0
2026-04-16T06:03:52.070Z,B0158,0
2026-04-16T06:03:52.070Z,S0196,0
2026-04-16T06:03:52.070Z,T0011,0
2026-04-16T06:03:52.070Z,A0163,18
2026-04-16T06:03:52.070Z,A0251,0
2026-04-16T06:03:52.070Z,A0138,19
2026-04-16T06:03:52.070Z,C0126,0
2026-04-16T06:03:52.070Z,B0180,36
2026-04-16T06:03:52.070Z,T0056,0
2026-04-16T06:03:52.070Z,C0222,48
2026-04-16T06:03:52.070Z,S0083,0
2026-04-16T06:03:52.070Z,A0272,0
2026-04-16T06:03:52.070Z,A0148,0
2026-04-16T06:03:52.070Z,B0006,2
2026-04-16T06:03:52.070Z,S0248,0
2026-04-16T06:03:52.070Z,S0070,0
2026-04-16T06:03:52.070Z,T0013,0
2026-04-16T06:03:52.070Z,C0030,0
2026-04-16T06:03:52.070Z,C0303,0
2026-04-16T06:03:52.070Z,B0179,52
2026-04-16T06:03:52.070Z,A0200,0
2026-04-16T06:03:52.070Z,S0146,0
2026-04-16T06:03:52.070Z,B0013,0
2026-04-16T06:03:52.070Z,B0018,0
